DimAccountID,ACCOUNT,LONG_NAME,ACCOUNTSOURCENAME,IsPrimaryAccount,Source,NAVColumnName,ShowAccount
85887,UTAG25180000,Holocene Offshore Consolidatio,Mellon,TRUE,DW,NAV,1
85167,UTAG24250000,Steadfast Consolidation,Mellon,TRUE,DW,NAV,1
101359,UGEG00450000,GEF Global Dev Equity Britt,Mellon,TRUE,DW,NAV,1
84927,UTAG24041000,Farallon,Mellon,TRUE,DW,NAV,1
101239,UGEG00443000,GEF Non-US Dev Equity Britt,Mellon,TRUE,DW,NAV,1
100879,UGEG00422000,GEF US Equity Britt,Mellon,TRUE,DW,NAV,1
82409,UTBF30410002,ITF FIA,Mellon,TRUE,DW,NAV,1
82289,UTBF30400002,ITF Colchester Pool,Mellon,TRUE,DW,NAV,1
81809,UTBF30160002,ITF BRANDYWINE GLBL,Mellon,TRUE,DW,NAV,1
81389,UTBF30020002,ITF INT INV GRD CR,Mellon,TRUE,DW,NAV,1
99799,UGEG00170000,Gef Tot Internal FI,Mellon,TRUE,DW,NAV,1
81269,UTBF30010002,ITF INT US NOMINAL,Mellon,TRUE,DW,NAV,1
84387,UTAG1010T000,HF Directional Total,Mellon,TRUE,DW,NAV,1
81089,UTBF29620002,ITF TEMP OTC,Mellon,TRUE,DW,NAV,1
81029,UTBF29610002,ITF MSCI EM SHORT,Mellon,TRUE,DW,NAV,1
84207,UTAG10000000,UTA Total Pool,Mellon,TRUE,DW,NAV,1
84147,UTAG06600000,Total HF Stable Value,Mellon,TRUE,DW,NAV,1
80849,UTBF29580002,ITF MSCI US VALUE LC,Mellon,TRUE,DW,NAV,1
84087,UTAG06500000,Total Stable Val HF Insurance,Mellon,TRUE,DW,NAV,1
99259,UGEG00142000,GEF Total External Fixed Inc,Mellon,TRUE,DW,NAV,1
80789,UTBF29390002,ITF TEMP FUT 2,Mellon,TRUE,DW,NAV,1
99199,UGEG00141000,GEF Total IGFI CR Fixed Income,Mellon,TRUE,DW,NAV,1
83967,UTAG06300000,HF Direct Credit,Mellon,TRUE,DW,NAV,1
80669,UTBF29370002,ITF TEMP OTC 2,Mellon,TRUE,DW,NAV,1
80609,UTBF29360002,ITF TEMP OTC 1,Mellon,TRUE,DW,NAV,1
83847,UTAG06100000,HF Direct Multi,Mellon,TRUE,DW,NAV,1
83727,UTAG06000000,HF Direct Long/Short,Mellon,TRUE,DW,NAV,1
80429,UTBF29330002,ITF TEMP DERIV 3,Mellon,TRUE,DW,NAV,1
83667,UTAG05900000,HF StabVal Multi,Mellon,TRUE,DW,NAV,1
80369,UTBF29320002,ITF TEMP DERIV 2,Mellon,TRUE,DW,NAV,1
83607,UTAG05800000,HF StabVal Credit,Mellon,TRUE,DW,NAV,1
80309,UTBF29310002,ITF TEMP DERIV 1,Mellon,TRUE,DW,NAV,1
83487,UTAG05600000,HF StabVal Eq Mkt Neutral,Mellon,TRUE,DW,NAV,1
80189,UTBF29290002,ITF TEMP AC 8,Mellon,TRUE,DW,NAV,1
80129,UTBF29280002,ITF TEMP AC 7,Mellon,TRUE,DW,NAV,1
83367,UTAG05400000,HF Eq Mkt Neutral,Mellon,TRUE,DW,NAV,1
79949,UTBF29250002,ITF TEMP AC 4,Mellon,TRUE,DW,NAV,1
79889,UTBF29240002,ITF TEMP AC 3,Mellon,TRUE,DW,NAV,1
83127,UTAG05000000,LCC L/S Equity,Mellon,TRUE,DW,NAV,1
79829,UTBF29230002,ITF TEMP AC 2,Mellon,TRUE,DW,NAV,1
79769,UTBF29220002,ITF TEMP AC 1,Mellon,TRUE,DW,NAV,1
79709,UTBF29210002,ITF TEMP AC 8,Mellon,TRUE,DW,NAV,1
79589,UTBF29190002,ITF  TEMP AC 6,Mellon,TRUE,DW,NAV,1
79529,UTBF29180002,ITF TEMP AC 5,Mellon,TRUE,DW,NAV,1
79349,UTBF29150002,ITF TEMP AC 2,Mellon,TRUE,DW,NAV,1
79289,UTBF29140002,ITF TEMP AC 1,Mellon,TRUE,DW,NAV,1
79229,UTBF29130002,TEMP A/C 8,Mellon,TRUE,DW,NAV,1
79169,UTBF29120002,TEMP A/C 7,Mellon,TRUE,DW,NAV,1
79109,UTBF29110002,TEMP A/C 6,Mellon,TRUE,DW,NAV,1
82347,UTAG00030000,AR/SI FUND POOL,Mellon,TRUE,DW,NAV,1
79049,UTBF29100002,TEMP A/C 5,Mellon,TRUE,DW,NAV,1
82227,UTAG00010000,EQ/D FUND POOL,Mellon,TRUE,DW,NAV,1
78929,UTBF29080002,TEMP A/C 3,Mellon,TRUE,DW,NAV,1
78869,UTBF29070002,TEMP A/C 2,Mellon,TRUE,DW,NAV,1
78809,UTBF29060002,TEMP A/C 1,Mellon,TRUE,DW,NAV,1
78749,UTBF29050002,UTB TEMP AC8,Mellon,TRUE,DW,NAV,1
78629,UTBF29030002,UTB TEMP AC6,Mellon,TRUE,DW,NAV,1
78569,UTBF29020002,UTB TEMP AC5,Mellon,TRUE,DW,NAV,1
78509,UTBF29010002,TEMP A/C 4,Mellon,TRUE,DW,NAV,1
78449,UTBF29000002,TEMP A/C 3,Mellon,TRUE,DW,NAV,1
96379,UGEG00030000,Gef Tot Pimco,Mellon,TRUE,DW,NAV,1
77489,UTBF27080002,ITF Janchor Opp II,Mellon,TRUE,DW,NAV,1
77429,UTBF27070002,ITF Janchor Opps,Mellon,TRUE,DW,NAV,1
77369,UTBF27060002,ITF Baker Brothers,Mellon,TRUE,DW,NAV,1
95779,UGEG00015600,GEF Total Fund excl DTAA,Mellon,TRUE,DW,NAV,1
77309,UTBF27050002,ITF Charles Lim Asia,Mellon,TRUE,DW,NAV,1
95719,UGEG00015500,GEF Total Fund excl TAA,Mellon,TRUE,DW,NAV,1
77069,UTBF27030002,ITF Acadian EM Small,Mellon,TRUE,DW,NAV,1
95179,UGEG00012100,GEF Tot Public Equity,Mellon,TRUE,DW,NAV,1
94999,UGEG00010000,GEF - TOTAL FUND,Mellon,TRUE,DW,NAV,1
94459,UGEF44260002,GEF PE REAL EST,Mellon,TRUE,DW,NAV,1
94339,UGEF44250002,GEF PE INFRASTRUC,Mellon,TRUE,DW,NAV,1
94099,UGEF44240002,GEF PE NATRL RES,Mellon,TRUE,DW,NAV,1
93979,UGEF44230002,GEF PE Venture,Mellon,TRUE,DW,NAV,1
93859,UGEF44220002,GEF PE Credit,Mellon,TRUE,DW,NAV,1
93619,UGEF44210002,GEF PE EMERG MKT,Mellon,TRUE,DW,NAV,1
93499,UGEF44200002,GEF PE BYOUT OTH,Mellon,TRUE,DW,NAV,1
74909,UTBF26630002,ITF DM EM HG M1CNA,Mellon,TRUE,DW,NAV,1
74789,UTBF26620002,FACTOR BAKT DIRHF UN,Mellon,TRUE,DW,NAV,1
74669,UTBF26600002,ITF SFA STUDENT,Mellon,TRUE,DW,NAV,1
74609,UTBF26590002,ITF UTMF TEMP 18,Mellon,TRUE,DW,NAV,1
74549,UTBF26580002,ITF UTMF TEMP 17,Mellon,TRUE,DW,NAV,1
74489,UTBF26570002,ITF UTMF TEMP 16,Mellon,TRUE,DW,NAV,1
74429,UTBF26560002,ITF CARRHAE EX CHINA,Mellon,TRUE,DW,NAV,1
74369,UTBF26550002,ITF DM USD Hedge,Mellon,TRUE,DW,NAV,1
74309,UTBF26540002,ITF DER TEMP 10,Mellon,TRUE,DW,NAV,1
74249,UTBF26530002,ITF DER TEMP 9,Mellon,TRUE,DW,NAV,1
74189,UTBF26520002,ITF DER TEMP 8,Mellon,TRUE,DW,NAV,1
74129,UTBF26510002,ITF DER TEMP 7,Mellon,TRUE,DW,NAV,1
74069,UTBF26500002,ITF DER TEMP 6,Mellon,TRUE,DW,NAV,1
74009,UTBF26490002,ITF UTMF TEMP 14,Mellon,TRUE,DW,NAV,1
73949,UTBF26480002,ITF UTMF TEMP 13,Mellon,TRUE,DW,NAV,1
73829,UTBF26460002,ITF UTMF TEMP 11,Mellon,TRUE,DW,NAV,1
73769,UTBF26450002,ITF UTMF TEMP 10,Mellon,TRUE,DW,NAV,1
73469,UTBF26400002,ITF UTMF TEMP 1,Mellon,TRUE,DW,NAV,1
73169,UTBF26360002,ITF UTMF TEMP 6,Mellon,TRUE,DW,NAV,1
91579,UGEF42150002,GEF Viking Global In,Mellon,TRUE,DW,NAV,1
79586,UPHG00010000,UPH TOTAL CONSOL,Mellon,TRUE,DW,NAV,1
85945,UPFG43000001,PUF POLAR BIO CONSOL,Mellon,TRUE,DW,NAV,1
85885,UPFG42540000,PUF Tybourne Combined,Mellon,TRUE,DW,NAV,1
85645,UPFG38000001,PUF Total Private Equity,Mellon,TRUE,DW,NAV,1
85585,UPFG37010000,PUF Tot Portable Alpha US Con,Mellon,TRUE,DW,NAV,1
85465,UPFG36010000,PUF Tot Portable Alpha EM Con,Mellon,TRUE,DW,NAV,1
79950,UTBG25650000,ITF INTERNAL LONG TREASURY,Mellon,TRUE,DW,NAV,1
85165,UPFG35040000,PUF Janus Consol,Mellon,TRUE,DW,NAV,1
85105,UPFG35030000,Total Portable Alpha Developed,Mellon,TRUE,DW,NAV,1
79770,UTBG25300000,ITF Wellington Combined,Mellon,TRUE,DW,NAV,1
85045,UPFG35020000,Paradigm with Biotech Hedge,Mellon,TRUE,DW,NAV,1
84985,UPFG35010000,PUF Tot Portable Alpha DM Con,Mellon,TRUE,DW,NAV,1
84865,UPFG30100000,PUF GMO Emerging Debt Combined,Mellon,TRUE,DW,NAV,1
79530,UTBG24590000,ITF HF DIRECTIONAL TOTAL,Mellon,TRUE,DW,NAV,1
79350,UTBG23930000,ITF AKO Combined,Mellon,TRUE,DW,NAV,1
84625,UPFG29170000,PUF Tot Inflation Linked Bonds,Mellon,TRUE,DW,NAV,1
79110,UTBG22990002,ITF ACADIAN US M with Hedge,Mellon,TRUE,DW,NAV,1
78870,UTBG11000000,ITF Cash & Equivalents,Mellon,TRUE,DW,NAV,1
84085,UPFG26120000,PUF Innovation and Disruption,Mellon,TRUE,DW,NAV,1
84025,UPFG25700000,PUF TOTAL PUBLIC SPN,Mellon,TRUE,DW,NAV,1
78690,UTBG05600000,ITF Stable Value HF,Mellon,TRUE,DW,NAV,1
83965,UPFG25650000,PUF INTERNAL LONG TREASURY,Mellon,TRUE,DW,NAV,1
78570,UTBG05510000,ITF Total Stable Value,Mellon,TRUE,DW,NAV,1
83785,UPFG25300000,PUF Wellington Combined,Mellon,TRUE,DW,NAV,1
78450,UTBG05400000,ITF Total Real Return,Mellon,TRUE,DW,NAV,1
83545,UPFG24590000,PUF HF Directional Total,Mellon,TRUE,DW,NAV,1
78150,UTBG04910000,ITF Total Global Equity,Mellon,TRUE,DW,NAV,1
83365,UPFG23930000,PUF AKO Combined,Mellon,TRUE,DW,NAV,1
82945,UPFG22990002,PUF ACADIAN US M with Hedge,Mellon,TRUE,DW,NAV,1
92308,UTBF26340002,ITF UTMF TEMP 4,Mellon,TRUE,DW,NAV,1
81805,UPFG12030000,PUF PIMCO CONSOLIDAT,Mellon,TRUE,DW,NAV,1
91888,UTBF26270002,ITF CCL DM PA,Mellon,TRUE,DW,NAV,1
91828,UTBF26260002,ITF Woodline Spire,Mellon,TRUE,DW,NAV,1
102500,UGEGX0903106,CSI 700 USD,Mellon,TRUE,DW,NAV,1
102440,UGEGX0903105,Albourne Insurance HF,Mellon,TRUE,DW,NAV,1
102380,UGEGX0903103,Stable Value Composite,Mellon,TRUE,DW,NAV,1
102320,UGEGX0903102,Custom Wells FIA Index,Mellon,TRUE,DW,NAV,1
102260,UGEGX0903101,Custom Brandywine Index,Mellon,TRUE,DW,NAV,1
102200,UGEGX0903100,Blended Private Nat Resources,Mellon,TRUE,DW,NAV,1
102140,UGEGX0903099,Blended Private Infrastructure,Mellon,TRUE,DW,NAV,1
102080,UGEGX0903098,ITF Total Fixed Income BM,Mellon,TRUE,DW,NAV,1
80845,UPFG11000000,PUF Cash and Equivalents,Mellon,TRUE,DW,NAV,1
102020,UGEGX0903097,PUF GEF Total Fixed Income BM,Mellon,TRUE,DW,NAV,1
101840,UGEGX0903094,ITF Tot Global EQ BM,Mellon,TRUE,DW,NAV,1
101780,UGEGX0903093,PUF and GEF Tot Global EQ BM,Mellon,TRUE,DW,NAV,1
101720,UGEGX0903092,ITF Tot Stable Val BM,Mellon,TRUE,DW,NAV,1
101660,UGEGX0903091,PUF and GEF Tot Stable Val BM,Mellon,TRUE,DW,NAV,1
101600,UGEGX0903090,ITF Total Real Ret BM,Mellon,TRUE,DW,NAV,1
101540,UGEGX0903089,PUF and GEF Total Real Ret BM,Mellon,TRUE,DW,NAV,1
88709,UTBG02300000,ITF MORE CORR CR REL,Mellon,TRUE,DW,NAV,1
79885,UPFG10170000,Puf Internal Fix,Mellon,TRUE,DW,NAV,1
91648,UTBF26230002,ITF TEMP UTM 03,Mellon,TRUE,DW,NAV,1
91588,UTBF26220002,ITF TEMP UTM 02,Mellon,TRUE,DW,NAV,1
91528,UTBF26210002,ITF TEMP UTM 01,Mellon,TRUE,DW,NAV,1
91468,UTBF26200002,ITF PERSEVERANCECALO,Mellon,TRUE,DW,NAV,1
91168,UTBF26140002,ITF WHITEOAK INDIA,Mellon,TRUE,DW,NAV,1
91048,UTBF26130002,ITF FACTOR BKT UNI,Mellon,TRUE,DW,NAV,1
90928,UTBF26110002,ITF WMA 120 20,Mellon,TRUE,DW,NAV,1
90808,UTBF26100002,ITF CCL EM,Mellon,TRUE,DW,NAV,1
90748,UTBF26090002,ITF JACOBS LEVY CORE,Mellon,TRUE,DW,NAV,1
90688,UTBF26080002,ITF JACOBS LEVY MC,Mellon,TRUE,DW,NAV,1
90508,UTBF26060002,ITF APERIO US,Mellon,TRUE,DW,NAV,1
90388,UTBF26050002,ITF APERIO FACTOR BK,Mellon,TRUE,DW,NAV,1
87204,UPFG00422000,PUF US Equity Britt,Mellon,TRUE,DW,NAV,1
90328,UTBF26040002,ITF Tiger Global,Mellon,TRUE,DW,NAV,1
90268,UTBF26030002,ITF East Bridge,Mellon,TRUE,DW,NAV,1
90148,UTBF26020002,ITF Cegereal REIT,Mellon,TRUE,DW,NAV,1
89968,UTBF25780002,ITF FACTOR BASKET,Mellon,TRUE,DW,NAV,1
89848,UTBF25770002,ITF COOKE BIELER,Mellon,TRUE,DW,NAV,1
89788,UTBF25760002,ITF HILLHOUSE CHINA,Mellon,TRUE,DW,NAV,1
89728,UTBF25750002,ITF ARROWSTREET ACWI,Mellon,TRUE,DW,NAV,1
77605,UPFG05600000,PUF Stable Value HF,Mellon,TRUE,DW,NAV,1
89488,UTBF25730002,ITF PIMCO LG TREAS,Mellon,TRUE,DW,NAV,1
86304,UPFG00142000,PUF Total External Fixed Inc,Mellon,TRUE,DW,NAV,1
77485,UPFG05510000,PUF Total Stable Value,Mellon,TRUE,DW,NAV,1
86244,UPFG00140000,PUF NON US EQUITY,Mellon,TRUE,DW,NAV,1
89368,UTBF25720002,ITF BRANDYWINE LG,Mellon,TRUE,DW,NAV,1
89308,UTBF25710002,ITF BLUESPRUCE DIS,Mellon,TRUE,DW,NAV,1
77365,UPFG05451000,PUF Total Real Return,Mellon,TRUE,DW,NAV,1
89188,UTBF25690002,ITF ECHO STREET NW,Mellon,TRUE,DW,NAV,1
89128,UTBF25680002,ITF ARROWSTREET EM,Mellon,TRUE,DW,NAV,1
89008,UTBF25670002,ITF TAIWAN SEMI,Mellon,TRUE,DW,NAV,1
88888,UTBF25660002,ITF GEN GLOBAL,Mellon,TRUE,DW,NAV,1
76945,UPFG04910000,PUF Total Global Equity,Mellon,TRUE,DW,NAV,1
88768,UTBF25650002,ITF INTERNAL LONG TR,Mellon,TRUE,DW,NAV,1
88648,UTBF25640002,ITF GRAND ALL TAIWAN,Mellon,TRUE,DW,NAV,1
88588,UTBF25630002,ITF COREVIEW CHINA,Mellon,TRUE,DW,NAV,1
88468,UTBF25620002,ITF TEXAS AM STUDENT,Mellon,TRUE,DW,NAV,1
88348,UTBF25610002,ITF UT AUSTIN STUDEN,Mellon,TRUE,DW,NAV,1
88288,UTBF25600002,ITF ECHO ST SEL PLUS,Mellon,TRUE,DW,NAV,1
88168,UTBF25590002,ITF ECHO STREET LO,Mellon,TRUE,DW,NAV,1
88048,UTBF25580002,ITF GQG GLOBAL,Mellon,TRUE,DW,NAV,1
76105,UPFG04100000,TOTAL REAL ESTATE,Mellon,TRUE,DW,NAV,1
87928,UTBF25550002,ITF TS CHINA,Mellon,TRUE,DW,NAV,1
87868,UTBF25540002,ITF TSAE US,Mellon,TRUE,DW,NAV,1
87748,UTBF25530002,ITF PIMCO STOCKSPLUS,Mellon,TRUE,DW,NAV,1
87628,UTBF25520002,ITF INTERNAL US TIPS,Mellon,TRUE,DW,NAV,1
87448,UTBF25500002,ITF MW TOPS EM,Mellon,TRUE,DW,NAV,1
87388,UTBF25490002,ITF MW TOPS GLOBAL,Mellon,TRUE,DW,NAV,1
87328,UTBF25480002,ITF MW TOPS US,Mellon,TRUE,DW,NAV,1
75385,UPFG03500000,MORE CORR EM MKT EQ,Mellon,TRUE,DW,NAV,1
87268,UTBF25470002,ITF TPG TPEP LO,Mellon,TRUE,DW,NAV,1
87208,UTBF25460002,ITF DE SHAW US 130 3,Mellon,TRUE,DW,NAV,1
87088,UTBF25450002,ITF Springs Capital,Mellon,TRUE,DW,NAV,1
86968,UTBF25440002,ITF EMINENCE US,Mellon,TRUE,DW,NAV,1
86908,UTBF25430002,ITF AKO GLOBL LO,Mellon,TRUE,DW,NAV,1
74965,UPFG03200000,MORE CORR DEV CTRY,Mellon,TRUE,DW,NAV,1
74665,UPFG02900000,MORE CORR RL EST,Mellon,TRUE,DW,NAV,1
86488,UTBF25320002,ITF Whitespruce,Mellon,TRUE,DW,NAV,1
74005,UPFG02300000,PUF MORE CORR CR REL,Mellon,TRUE,DW,NAV,1
73585,UPFG02010000,PUF More Corr Inv Gr less Liq,Mellon,TRUE,DW,NAV,1
73165,UPFG00450000,PUF Global Dev Equity Britt,Mellon,TRUE,DW,NAV,1
73045,UPFG00443000,PUF Non-US Dev Equity Britt,Mellon,TRUE,DW,NAV,1
84388,UTBF24000002,ITF AM Advisors Pool,Mellon,TRUE,DW,NAV,1
84268,UTBF23990002,ITF Saga Tree LLC,Mellon,TRUE,DW,NAV,1
84028,UTBF23970002,ITF Hillhouse QFII,Mellon,TRUE,DW,NAV,1
83548,UTBF23920002,ITF PROA Partners,Mellon,TRUE,DW,NAV,1
83428,UTBF23910002,ITF Squadra Tex LLC,Mellon,TRUE,DW,NAV,1
83068,UTBF23870002,ITF Hillhouse Pool,Mellon,TRUE,DW,NAV,1
83008,UTBF23860002,ITF Silchester,Mellon,TRUE,DW,NAV,1
82888,UTBF23850002,ITF Dynamo,Mellon,TRUE,DW,NAV,1
82288,UTBF23780002,ITF HDFC,Mellon,TRUE,DW,NAV,1
84623,UPFF26630002,PUF DM EM HG M1CNA,Mellon,TRUE,DW,NAV,1
84503,UPFF26620002,FACTOR BAKT DIRHF UN,Mellon,TRUE,DW,NAV,1
80308,UTBF23431002,ITF Indus Forward,Mellon,TRUE,DW,NAV,1
80248,UTBF23430002,ITF Indus Japan Long,Mellon,TRUE,DW,NAV,1
84383,UPFF26600002,PUF SFA STUDENT,Mellon,TRUE,DW,NAV,1
84323,UPFF26590002,PUF UTMF TEMP 18,Mellon,TRUE,DW,NAV,1
84263,UPFF26580002,PUF UTMF TEMP 17,Mellon,TRUE,DW,NAV,1
99364,IX1F00015835,MSCI ACWI ex USA x China ex Hong Kong Index~,Mellon,TRUE,DW,NAV,1
84203,UPFF26570002,PUF UTMF TEMP 16,Mellon,TRUE,DW,NAV,1
99304,IX1F00015825,MSCI ACWI ex China ex Hong Kong Net Index~,Mellon,TRUE,DW,NAV,1
84143,UPFF26560002,PUF CARRHAE EX CHINA,Mellon,TRUE,DW,NAV,1
84083,UPFF26550002,PUF DM USD Hedge,Mellon,TRUE,DW,NAV,1
84023,UPFF26540002,PUF DER TEMP 10,Mellon,TRUE,DW,NAV,1
83963,UPFF26530002,PUF DER TEMP 9,Mellon,TRUE,DW,NAV,1
79768,UTBF23320002,ITF Blakeney Mgmt,Mellon,TRUE,DW,NAV,1
83903,UPFF26520002,PUF DER TEMP 8,Mellon,TRUE,DW,NAV,1
83843,UPFF26510002,PUF DER TEMP 7,Mellon,TRUE,DW,NAV,1
83783,UPFF26500002,PUF DER TEMP 6,Mellon,TRUE,DW,NAV,1
83723,UPFF26490002,PUF UTMF TEMP 14,Mellon,TRUE,DW,NAV,1
83663,UPFF26480002,PUF UTMF TEMP 13,Mellon,TRUE,DW,NAV,1
83483,UPFF26460002,PUF UTMF TEMP 11,Mellon,TRUE,DW,NAV,1
83423,UPFF26450002,PUF UTMF TEMP 10,Mellon,TRUE,DW,NAV,1
79228,UTBF23200002,ITF VALUE ACT CAP,Mellon,TRUE,DW,NAV,1
83243,UPFF26420002,ITF UTMF TEMP 3,Mellon,TRUE,DW,NAV,1
83183,UPFF26410002,ITF UTMF TEMP 2,Mellon,TRUE,DW,NAV,1
83123,UPFF26400002,PUF UTMF TEMP 1,Mellon,TRUE,DW,NAV,1
78868,UTBF23000002,ITF VALUEACT CO,Mellon,TRUE,DW,NAV,1
82823,UPFF26360002,PUF UTMF TEMP 6,Mellon,TRUE,DW,NAV,1
78628,UTBF22970002,ITF Westwood Dev,Mellon,TRUE,DW,NAV,1
82703,UPFF26350002,PUF UTMF TEMP 5,Mellon,TRUE,DW,NAV,1
78508,UTBF22960002,ITF Tremblant LLC,Mellon,TRUE,DW,NAV,1
82643,UPFF26340002,PUF UTMF TEMP 4,Mellon,TRUE,DW,NAV,1
82343,UPFF26290002,PUF TEMP OTC 1,Mellon,TRUE,DW,NAV,1
78088,UTBF22890002,ITF Duet Mena,Mellon,TRUE,DW,NAV,1
82223,UPFF26270002,PUF CCL DM PA,Mellon,TRUE,DW,NAV,1
82163,UPFF26260002,PUF Woodline Spire,Mellon,TRUE,DW,NAV,1
77848,UTBF22830002,ITF EC Longhorn,Mellon,TRUE,DW,NAV,1
81983,UPFF26230002,PUF TEMP UTM 03,Mellon,TRUE,DW,NAV,1
81923,UPFF26220002,PUF TEMP UTM 02,Mellon,TRUE,DW,NAV,1
81863,UPFF26210002,PUF TEMP UTM 01,Mellon,TRUE,DW,NAV,1
77668,UTBF22810002,ITF CANTILLON POOL,Mellon,TRUE,DW,NAV,1
81803,UPFF26200002,PUF PERSEVERANCECALO,Mellon,TRUE,DW,NAV,1
77428,UTBF22770002,ITF Serenity China,Mellon,TRUE,DW,NAV,1
81503,UPFF26150002,PUF CARBON DIRECT II,Mellon,TRUE,DW,NAV,1
77308,UTBF22760002,ITF Albert Bridge,Mellon,TRUE,DW,NAV,1
81443,UPFF26140002,PUF WHITEOAK INDIA,Mellon,TRUE,DW,NAV,1
81323,UPFF26130002,PUF FACTOR BKT UNI,Mellon,TRUE,DW,NAV,1
81263,UPFF26120002,PUF PIMCO CCAF,Mellon,TRUE,DW,NAV,1
81203,UPFF26110002,PUF WMA 120 20,Mellon,TRUE,DW,NAV,1
81083,UPFF26100002,PUF CCL EM,Mellon,TRUE,DW,NAV,1
81023,UPFF26090002,PUF JACOBS LEVY CORE,Mellon,TRUE,DW,NAV,1
80963,UPFF26080002,PUF JACOBS LEVY MC,Mellon,TRUE,DW,NAV,1
80783,UPFF26060002,PUF APERIO US,Mellon,TRUE,DW,NAV,1
80663,UPFF26050002,PUF APERIO FACTOR BK,Mellon,TRUE,DW,NAV,1
80603,UPFF26040002,PUF Tiger Global,Mellon,TRUE,DW,NAV,1
80543,UPFF26030002,PUF East Bridge,Mellon,TRUE,DW,NAV,1
80423,UPFF26020002,PUF Cegereal REIT,Mellon,TRUE,DW,NAV,1
80303,UPFF25790002,PUF SP Bridgewater,Mellon,TRUE,DW,NAV,1
80183,UPFF25780002,PUF FACTOR BASKET,Mellon,TRUE,DW,NAV,1
80063,UPFF25770002,PUF COOKE BIELER,Mellon,TRUE,DW,NAV,1
80003,UPFF25760002,PUF HILLHOUSE CHINA,Mellon,TRUE,DW,NAV,1
79943,UPFF25750002,PUF ARROWSTREET ACWI,Mellon,TRUE,DW,NAV,1
79703,UPFF25730002,PUF PIMCO LG TREAS,Mellon,TRUE,DW,NAV,1
79583,UPFF25720002,PUF BRANDYWINE LG,Mellon,TRUE,DW,NAV,1
79463,UPFF25700002,PUF SP I Blackrock,Mellon,TRUE,DW,NAV,1
79343,UPFF25690002,PUF ECHO STREET NW,Mellon,TRUE,DW,NAV,1
79283,UPFF25680002,PUF ARROWSTREET EM,Mellon,TRUE,DW,NAV,1
79163,UPFF25670002,PUF TAIWAN SEMI,Mellon,TRUE,DW,NAV,1
79043,UPFF25660002,PUF GEN GLOBAL,Mellon,TRUE,DW,NAV,1
78923,UPFF25650002,PUF INTERNAL LONG TR,Mellon,TRUE,DW,NAV,1
78803,UPFF25640002,PUF GRAND ALLNCE TAI,Mellon,TRUE,DW,NAV,1
78743,UPFF25630002,PUF COREVIEW CHINA,Mellon,TRUE,DW,NAV,1
78623,UPFF25620002,PUF TEXAS AM STUDENT,Mellon,TRUE,DW,NAV,1
78503,UPFF25610002,PUF UT AUSTIN STUDEN,Mellon,TRUE,DW,NAV,1
78443,UPFF25600002,PUF ECHO ST SEL PLUS,Mellon,TRUE,DW,NAV,1
93544,IX1F0000937C,HFRI Emerging Markets (Total) Index,Mellon,TRUE,DW,NAV,1
78323,UPFF25590002,PUF ECHO STREET LO,Mellon,TRUE,DW,NAV,1
78203,UPFF25580002,PUF GQG GLOBAL,Mellon,TRUE,DW,NAV,1
93304,IX1F0000933C,HFRI EH: Equity Market Neutral Index,Mellon,TRUE,DW,NAV,1
78083,UPFF25550002,PUF TS CHINA,Mellon,TRUE,DW,NAV,1
78023,UPFF25540002,PUF TSAE US,Mellon,TRUE,DW,NAV,1
93064,IX1F0000929C,HFRI Event-Driven (Total) Index,Mellon,TRUE,DW,NAV,1
77903,UPFF25530002,PUF PIMCO STOCKSPLUS,Mellon,TRUE,DW,NAV,1
77783,UPFF25520002,PUF INTERNAL US TIPS,Mellon,TRUE,DW,NAV,1
77663,UPFF25510002,PUF SP II JPMORGAN,Mellon,TRUE,DW,NAV,1
77543,UPFF25500002,PUF MW TOPS EM,Mellon,TRUE,DW,NAV,1
77483,UPFF25490002,PUF MW TOPS GLOBAL,Mellon,TRUE,DW,NAV,1
92584,IX1F00008935,MSCI Emerging Markets Ex China Net Index~,Mellon,TRUE,DW,NAV,1
77423,UPFF25480002,PUF MW TOPS US,Mellon,TRUE,DW,NAV,1
77363,UPFF25470002,PUF TPG TPEP LO,Mellon,TRUE,DW,NAV,1
77303,UPFF25460002,PUF DE SHAW US 130,Mellon,TRUE,DW,NAV,1
77123,UPFF25440002,PUF EMINENCE US,Mellon,TRUE,DW,NAV,1
77063,UPFF25430002,PUF AKO GLOBL LO,Mellon,TRUE,DW,NAV,1
91804,IX1F00007665,MSCI Japan Net Return USD Index,Mellon,TRUE,DW,NAV,1
76643,UPFF25320002,PUF Whitespruce,Mellon,TRUE,DW,NAV,1
91084,IX1F0000608C,HFRI Fund of Funds Conservative Index,Mellon,TRUE,DW,NAV,1
91354,UTJG00010000,TOTAL UTJ FUND,Mellon,TRUE,DW,NAV,1
117317,UGEF25620002,GEF TEXAS AM STUDENT,Mellon,TRUE,DW,NAV,1
117197,UGEF25610002,GEF UT AUSTIN STUDEN,Mellon,TRUE,DW,NAV,1
117137,UGEF25600002,GEF ECHO ST SEL PLUS,Mellon,TRUE,DW,NAV,1
117017,UGEF25590002,GEF ECHO STREET LO,Mellon,TRUE,DW,NAV,1
116897,UGEF25580002,GEF GQG GLOBAL,Mellon,TRUE,DW,NAV,1
116777,UGEF25550002,GEF TS CHINA,Mellon,TRUE,DW,NAV,1
