FactReturnsID,DimAccountID,SHORT_NAME,SUBGROUP,SEGMENT,CATEGORY,SECTOR,LEVEL4,SECASE_NAME,PRELNK_AS_OF_DATE,MONTH,QUARTER,SIX_MONTH,FISCAL_YTD,YTD,YEAR_1,YEAR_2,YEAR_3,YEAR_4,YEAR_5,YEAR_7,YEAR_10,YEAR_15,YEAR_20,SINCE_INCEPTION,INCEPTION_DATE,AdjustedBegMV,TOT_MARKET_VALUE,NAV,Source,Created_Date,Updated_Date,Execution_ID,Created_By,Updated_By,FinalNAV,CustodianMarketValue
1087808,81070,MSCI EMU SmCp Pr Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.5638,-9.76,-22.9399,,-28.0404,-26.1106,0.4602,-0.6028,-1.2479,-1.2841,3.1259,7.3417,1.9591,6.7608,3.3055,,4569504297,3996892078,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1062477,80348,MSCI Pacific Grwth,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.2443,-2.564,-10.9233,,-18.223,-17.7633,-0.1064,3.5445,2.1496,4.7018,6.8342,10.0542,2.1185,5.2771,4.5904,,24550042164,21665082623,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1058997,79868,MSCI Nrd Ctys Gr Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.9482,-4.1762,-14.1425,,-22.3088,-15.4431,3.5548,10.7073,10.1861,9.2563,8.8765,10.6042,5.8853,10.3174,12.6397,,6955790125,6112807429,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
921350,78606,MSCI United States Net,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.3116,-4.8139,-20.8764,,-25.0752,-17.6032,3.4767,7.6188,6.5789,8.6266,10.6987,11.0189,7.4079,9.2745,9.7246,,353432000000,319114000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
919790,78366,S&P Pan Arab Nt,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.7462,-0.4625,-13.1122,,-0.0793,1.2518,18.6682,11.8544,10.3437,10.5836,8.266,7.3636,,,7.1464,,7436902914,7400362135,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1088523,14861,BB Gbl Infl Linked USTIPS,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.618,-5.1441,-10.9157,,-13.6087,-11.568,-3.5529,0.794,2.3409,1.9513,2.2109,0.9808,3.2469,3.7703,4.7577,,11916070000,11266750000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1079287,14083,BB Eur-Agg Corp AAA,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-4.1989,-4.1445,-11.6874,,-16.5691,-17.4295,-9.9973,-6.361,-3.0025,-2.293,-0.6548,0.8432,2.584,2.8107,3.0894,,67970000,65120000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1078567,13183,BB Eur-Agg Corp 5-7Y,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-3.9439,-3.7331,-11.8199,,-17.0775,-17.7749,-8.3171,-5.5183,-2.494,-1.9938,-0.1563,1.3014,2.9291,3.3018,3.517,,4458270000,4317850000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
875260,9456,BB Utility Corporate,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.1975,-5.9561,-13.9646,,-21.5346,-21.2938,-11.1901,-4.8482,-0.3267,-0.6903,1.0308,1.4628,4.1739,4.4576,7.022,,5101910000,4786210000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1102265,8022,BB High Yield Int Ba,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-3.3777,-0.6356,-8.4788,,-13.2896,-12.7409,-2.6972,-0.1842,2.0616,1.8341,3.8166,3.8249,5.6448,6.5618,8.1419,,6215440000,5959460000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1101065,6822,BB Corp AA Long,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-8.9721,-8.8701,-20.1876,,-29.3041,-28.0017,-15.4501,-7.693,-1.0543,-1.2905,1.3432,1.3812,4.6126,4.7263,7.4138,,1912940000,1744950000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
856781,6337,BB Municipal 20 Yr,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-4.8054,-4.3797,-8.8726,,-15.4419,-14.427,-5.6674,-2.5092,0.6103,0.6941,1.6538,2.2241,3.7297,4.0434,6.6004,,1846910000,1758040000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1094889,5624,FT EuroBig Supranatl,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-4.1572,-5.7274,-13.0721,,-18.9464,-19.3281,-11.4578,-7.7281,-3.5733,-2.8963,-1.7015,0.0291,2.2891,2.5537,2.8932,,7088867643,6809884680,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
855821,5437,BB Treasury/Long,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.8997,-9.6282,-20.4136,,-28.836,-26.6472,-18.87,-8.5118,-1.1293,-1.6204,-0.3411,0.5855,3.9731,4.0967,7.264,,19402730000,18135160000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1002024,2750,BB EU/AG C M Comp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-3.322,-3.0582,-10.1214,,-14.578,-15.1389,-7.117,-4.7198,-2.1166,-1.6973,-0.1293,1.067,2.509,2.9311,3.1794,,23402900000,22602030000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1084092,885,BB Agency 1-3 Year,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-1.0019,-1.4049,-1.9381,,-4.2409,-4.8011,-2.3377,-0.5452,0.6472,0.5804,0.614,0.6628,1.5039,1.8917,3.3835,,1713020000,1729770000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
999984,107174,MSCI AC Wld Ind P Comp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.7435,-7.2721,-22.2112,,-26.671,-21.9866,-1.0287,2.0601,1.3547,2.5862,5.4457,5.2519,1.9874,5.8502,3.0245,,571573000000,514897000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1032379,99973,MSCI AC Wld X JPY^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.489,-6.6605,-21.2071,,-25.2923,-19.705,1.5362,4.6788,4.1163,5.3316,8.2992,8.0231,4.896,8.8503,8.8195,,540445000000,487286000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1036942,99134,MSCI Pac F X-J N G Cmp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-12.1086,-10.4504,-22.7515,,-25.4757,-26.102,-6.4765,-3.0171,-0.9078,1.5683,5.9306,3.06,1.1251,8.8169,6.3896,,9025197170,7907621439,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1026259,98473,MSCI Pac X-JP Fr Comp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.6385,-8.8247,-21.6512,,-18.6271,-18.6665,1.1807,-1.3034,-0.2112,0.6897,5.1936,3.0175,2.1584,9.0228,8.1826,,17702385621,15630637545,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1076342,90128,MSCI Pac XJ Nt DivGr Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-8.1315,-6.157,-14.292,,-19.1123,-20.0952,-2.9655,-1.8893,1.0251,4.1502,6.7377,6.3788,2.3846,7.8845,9.4393,,9025197170,7907621439,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1090566,89169,JPMorg Glb GovBd MV Wtd,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-3.1655,-4.0271,-8.307,,-12.6193,-12.498,-7.7218,-4.066,-0.6746,-0.6547,0.0504,1.0156,2.3804,2.5192,5.0979,,289586000000,276852000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1094821,88568,MSCI EASEA Nt DivGr Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.7608,-3.63,-14.3209,,-22.8884,-17.8443,0.3631,1.8073,3.7009,4.2438,6.1781,7.4637,4.1203,7.0533,9.3657,,52833121123,47816194359,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1073590,88090,S&P 500 Industrial Sec,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.4761,-4.7221,-18.8022,,-20.7207,-13.8681,5.3923,4.0184,3.3547,4.8744,9.2587,10.3912,6.604,9.2318,9.4132,,26409469588,23720487423,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1070530,87550,FTAW Europe,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.1877,-4.2408,-12.5583,,-18.9671,-14.0444,5.0996,1.0908,2.2635,2.4027,5.3896,6.7901,3.2982,7.039,6.6833,,76312754565,72144800268,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
991315,87367,MSCI Pacific X Japan Net,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.5863,-4.4446,-12.733,,-11.2236,-11.6816,5.172,-0.1211,1.7244,3.2319,5.9645,6.2357,3.2664,7.7558,5.817,,17702385621,15630637545,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1056600,85688,MSCI AC Americas P V,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-8.1696,-6.2351,-17.1352,,-18.2097,-10.804,7.364,1.6827,1.6614,2.6149,5.6412,5.9484,2.605,5.7334,4.3585,,191587000000,174591000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1064879,84248,MSCI Sing Value,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-2.7924,3.1818,-5.1343,,5.7277,7.2186,21.7549,6.6109,5.0286,4.9056,7.5314,6.0205,4.6174,9.5257,11.2657,,1088612320,1029103718,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
962571,84126,MSCI United States GDP,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.2743,-4.6973,-20.6847,,-24.814,-17.2329,3.9313,8.1344,7.1206,9.1888,11.3069,11.6558,8.051,9.9149,10.2756,,353432000000,319114000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1061939,83888,MSCI Pac Fr Val Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-5.488,-2.5373,-6.0488,,1.3161,-0.805,15.6624,6.2048,3.1659,3.7831,5.5053,9.1803,3.3275,6.6673,4.3329,,24342871578,21637580694,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1107604,82809,MSCI AC Pac ExJPY ExHK G,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-12.5708,-12.4193,-18.9956,,-28.1163,-28.987,-14.3012,-0.1466,0.5655,1.3133,6.7223,5.9941,2.7693,8.374,4.5032,,29061069625,24775146631,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1071676,81852,MSCI World Metals Mining,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-5.3668,-7.0639,-31.5616,,-13.9345,-4.8217,7.9952,11.2292,8.28,7.7687,13.951,1.742,-1.4399,8.4371,6.9498,,7288658438,6721008288,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1097944,81429,MSCI Pac X-Jp SmCp Pr Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.2905,-2.069,-16.8828,,-19.595,-17.4825,1,-0.2219,0.0733,1.0724,3.1259,1.5848,-1.9728,3.8724,1.1575,,4001090552,3462057961,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1089608,81250,MSCI EMU Growth Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.0741,-2.7719,-15.3846,,-26.5819,-21.2415,0.3823,1.01,2.7918,3.1533,5.8099,8.2095,4.253,7.3055,3.6097,,20855796507,18897061968,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
948531,80706,SP D BMI Australia US$Hdg,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.1843,1.1688,-11.3016,,-9.255,-6.8926,11.7341,5.0476,7.2913,8.6843,9.2123,8.2718,3.4963,7.5074,7.9999,,14397692786,12591232423,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1060017,79988,MSCI North AmericaGr Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.0466,-3.3379,-25.2531,,-31.802,-25.0953,-1.959,10.3096,8.6553,11.7321,12.9842,13.06,9.5111,10.5192,11.2205,,182318000000,163294000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
992904,12529,FT European WGBI Comp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.0533,-12.2289,-23.9045,,-29.7813,-31.0381,-18.216,-10.1644,-6.5756,-5.6455,-3.1011,-1.7876,-0.0549,2.7019,4.6119,,76959672928,71443226111,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
988193,9520,BB Municipal 1Y Inc,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,0.3655,1.1027,2.2243,,3.3428,4.47,4.4607,4.4883,4.5245,4.5531,4.5688,4.5515,4.5965,4.6405,4.8281,,966560000,959280000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1013900,9408,BB Global G7 X US Comp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.4446,-9.984,-21.2141,,-26.8845,-28.2884,-17.0528,-10.5605,-6.2611,-5.3534,-2.8129,-3.6987,-0.076,1.6198,3.6061,,135618000000,126141000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1096992,8865,BB Credit BAA,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-5.2869,-4.8532,-12.4116,,-19.3144,-19.0483,-8.5661,-3.6557,0.3714,0.1273,1.9,1.9173,4.3284,4.7978,7.5418,,31923040000,29821140000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1018945,7070,SPCG EMI V Cmp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.7775,-5.8544,-20.5948,,-21.6687,-19.5303,8.9588,3.0745,0.3321,1.4058,5.5848,7.2231,4.2598,9.1503,7.8986,,45253039485,38648212835,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1048877,6827,BB Treas Bond Income,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,0.1588,0.472,0.9062,,1.2952,1.6859,1.6727,1.8077,1.9495,1.9995,2.0013,2.0077,2.428,2.9855,6.031,,0,0,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1026199,1668,FT Global Gov AT Comp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-5.1511,-7.7073,-16.0195,,-21.4054,-22.2987,-13.2818,-7.038,-3.4575,-3.0767,-1.2892,-1.7612,0.8958,2.3752,3.5593,,222611000000,212697000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
939867,105915,MSCI Singapore CAD$^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-0.6786,4.9442,-9.7762,,-12.3106,-15.516,2.0872,-4.1705,-2.5909,-0.0949,2.7588,3.4806,3.0594,6.8255,9.4859,,2672962030,2664676467,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
939567,105795,MSCI United States CAD$^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-4.8094,1.5158,-12.7476,,-18.2135,-10.23,5.4101,9.4794,8.769,11.2625,11.6976,15.4467,10.4103,9.128,10.6406,,462855000000,438478000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1030041,105373,MSCI Far East Fr V Cmp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.4009,-8.4396,-17.7356,,-16.0681,-20.2798,0.5554,-1.6016,-2.7162,-0.9284,2.7298,4.1174,1.7088,5.6989,2.522,,18770887986,16747889132,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1007483,102554,MSCI Pacific Pr G Cmp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-11.6664,-8.6615,-24.1613,,-32.6237,-33.6871,-12.6444,-5.0218,-4.3252,-1.4783,2.5704,2.562,-1.1937,3.0667,-1.66,,24550042164,21665082623,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1002143,101174,MSCI Pac Fr X-J Pr Cmp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-11.5544,-10.3469,-23.6537,,-21.6023,-22.0613,-2.6436,-4.8883,-4.0004,-3.1591,1.1179,-1.0123,-1.9021,4.7277,3.5913,,17702385621,15630637545,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
912649,99365,S&P/IFC Inv Comp Pr Rtn,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-11.4815,-11.2978,-22.5535,,-28.1599,-29.1585,-8.209,-3.5645,-3.7248,-3.6407,1.9899,-0.5874,-1.4931,6.857,4.0608,,79999655495,74071421964,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
851923,98404,SPCG EMI Europe Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.1515,-8.7521,-20.1183,,-27.7425,-26.2203,0.0001,-0.2237,-0.0821,0.8082,5.2484,9.1452,5.1836,9.3711,8.0404,,13637411329,12456003637,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
844243,97384,SP LGMDC Canada,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-3.9546,-1.5654,-14.0083,,-11.0203,-4.965,10.1371,6.358,6.5374,6.4229,7.8565,7.3353,4.8238,8.6764,7.6573,,17950059543,16437748878,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1011385,97155,FTAW Eurobloc P Comp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-5.0126,-3.2294,-13.4713,,-20.8846,-18.69,-0.482,-2.5576,-1.7776,-1.7078,4.0292,4.8958,0.4479,4.8444,1.6733,,35930735453,34114891574,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1041321,95954,MSCI Europe G Cmp^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-8.8764,-8.7682,-24.0809,,-33.5216,-28.7661,-6.0687,0.0079,1.0341,1.3415,4.148,5.2751,2.6053,7.3826,6.9734,,43266537650,39400979391,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1052238,95653,R2500Val Comp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.1089,-4.5054,-19.1447,,-20.3539,-15.2811,14.3826,4.5606,2.2572,3.807,7.341,8.426,6.3112,9.3712,10.088,,33354484090,29725530241,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
901128,95225,MSCI Pac XJ US$ Hedged-Pr,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.1578,-5.532,-14.1632,,-13.4053,-14.0539,2.2689,-2.49,-0.8857,0.3723,2.5617,2.2089,-0.9674,3.3202,3.0351,,17702385621,15630637545,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1050618,95113,S&P/IFC Inv Latin Am Cmp,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-4.228,3.5578,-20.0665,,0.3865,-4.9981,9.2697,-5.1571,-1.4276,-3.1245,4.8425,-2.3493,-1.2251,10.7661,11.5758,,6586006883,6356993800,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
960568,94036,MSCI Ireland EUR^,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-11.034,0.946,-13.4767,,-29.2101,-27.4131,-5.2483,0.3647,0.8055,-0.1835,0.958,7.2546,-3.2028,1.1432,-1.2314,,824450426.3,730348548.5,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
912347,93605,MSCI World X US,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-5.9039,-3.3107,-11.261,,-13.7892,-10.1037,7.1844,3.3004,3.0928,3.601,5.9507,7.8654,3.2937,6.7767,7.8885,,153420000000,138437000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
971812,87726,MSCI China Index,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-14.0548,-21.6117,-18.0058,,-29.4075,-33.7635,-21.731,-6.7976,-5.9718,-5.1576,2.2019,2.7635,-0.3829,10.0942,0.5137,,20766554450,17975987064,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1097469,85090,S&P ASX 100 Resources,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-1.0909,3.1998,-9.9748,,9.1351,19.0617,17.8657,9.9564,10.6405,14.2798,15.2289,7.5346,2.9917,10.7136,7.0014,,5066497491,4833473294,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1076578,83348,MSCI Nrd Ctys Val Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.2884,-2.2193,-7.922,,-11.4423,-5.8048,12.5399,5.6299,2.769,3.9828,6.7702,9.7081,4.816,9.9954,13.4397,,3932678158,3506593892,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1074718,83168,MSCI Kokusai Val Idx,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-7.4888,-5.4624,-14.8585,,-15.1268,-7.887,10.4234,3.3382,3.4855,4.1448,7.3281,8.1676,4.5287,8.0714,11.2416,,240511000000,218768000000,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1071778,82748,MSCI AC FE Ex JPY P V,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.9243,-13.552,-18.6808,,-21.3928,-21.8064,-5.2287,-6.063,-6.9597,-5.8015,-1.318,-1.4491,-1.3457,4.5177,0.8906,,22607866459,19842947619,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1099448,82510,Russell SCC Growth,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-9.2852,0.1738,-24.0965,,-34.6917,-36.9409,-8.3997,6.2223,3.6683,7.3539,9.7899,11.2357,8.3955,11.2164,10.0175,,26319125241,26114902634,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1092783,81069,MSCI Europe Small Cap -Pr,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-10.3149,-8.7697,-22.6684,,-30.4219,-28.1588,-2.4362,-1.8289,-2.4066,-1.5112,2.6507,6.5368,2.9066,7.4567,5.7904,,11885142863,10090040708,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
1086967,80710,MSCI Europe X UK X Switz,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-6.539,-4.3736,-13.8153,,-21.411,-16.5501,4.6148,1.6696,2.4857,2.1658,5.087,7.5501,2.883,7.1201,3.9835,,50603176395,45812829065,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
920330,78426,MSCI Singapore Net,0,855,0,0,0,INDEX LOCAL CURRENCY RET,30-09-2022 00:00:00,-2.6366,1.5587,-13.0648,,-14.2321,-17.7148,3.1338,-4.2318,-2.9376,-0.9224,2.4841,1.5918,0.5794,6.4141,5.8473,,2041052252,1939286392,,HistoricalLoad,22-08-2024 19:54:52,22-08-2024 19:54:52,EXECID12345,SysUser,SysUser,,
